time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-05 00:00:00+00:00,7,6,78,15
2024-06-06 00:00:00+00:00,13,7,108,18
2024-06-07 00:00:00+00:00,6,6,65,18
2024-06-08 00:00:00+00:00,8,5,46,8
2024-06-09 00:00:00+00:00,2,2,14,7
2024-06-10 00:00:00+00:00,32,14,141,26
2024-06-11 00:00:00+00:00,10,6,50,18
2024-06-12 00:00:00+00:00,13,9,79,22
2024-06-13 00:00:00+00:00,8,7,100,20
2024-06-14 00:00:00+00:00,9,5,129,22
2024-06-15 00:00:00+00:00,5,3,27,8
2024-06-16 00:00:00+00:00,4,1,20,8
2024-06-17 00:00:00+00:00,19,8,56,18
2024-06-18 00:00:00+00:00,13,10,93,24
