time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-03 00:00:00+00:00,2,2,7,4
2024-11-04 00:00:00+00:00,8,4,9,6
2024-11-05 00:00:00+00:00,5,4,3,3
2024-11-06 00:00:00+00:00,5,4,16,6
2024-11-07 00:00:00+00:00,5,4,2,2
2024-11-08 00:00:00+00:00,6,3,2,2
2024-11-09 00:00:00+00:00,2,2,4,3
2024-11-10 00:00:00+00:00,2,2,3,2
2024-11-11 00:00:00+00:00,5,3,4,3
2024-11-12 00:00:00+00:00,6,3,2,2
2024-11-13 00:00:00+00:00,6,5,5,4
2024-11-14 00:00:00+00:00,4,3,6,4
2024-11-15 00:00:00+00:00,4,3,16,7
2024-11-16 00:00:00+00:00,1,1,8,5
