time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-10 00:00:00+00:00,2,2,3,2
2024-03-11 00:00:00+00:00,13,9,67,7
2024-03-12 00:00:00+00:00,4,4,65,10
2024-03-13 00:00:00+00:00,8,6,17,4
2024-03-14 00:00:00+00:00,10,7,34,4
2024-03-15 00:00:00+00:00,9,6,15,5
2024-03-16 00:00:00+00:00,6,6,58,2
2024-03-17 00:00:00+00:00,4,4,25,2
2024-03-18 00:00:00+00:00,23,12,21,4
2024-03-19 00:00:00+00:00,4,3,2,1
2024-03-20 00:00:00+00:00,4,4,1,1
2024-03-21 00:00:00+00:00,4,3,21,3
2024-03-22 00:00:00+00:00,2,2,33,5
2024-03-23 00:00:00+00:00,3,3,11,3
