time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-30 00:00:00+00:00,2,2,,
2025-08-31 00:00:00+00:00,3,3,22.0,6.0
2025-09-01 00:00:00+00:00,2,2,21.0,8.0
2025-09-02 00:00:00+00:00,6,6,27.0,8.0
2025-09-03 00:00:00+00:00,10,8,11.0,10.0
2025-09-04 00:00:00+00:00,6,6,6.0,5.0
2025-09-05 00:00:00+00:00,6,6,11.0,4.0
2025-09-06 00:00:00+00:00,2,2,3.0,3.0
2025-09-07 00:00:00+00:00,10,10,12.0,6.0
2025-09-08 00:00:00+00:00,6,6,14.0,9.0
2025-09-09 00:00:00+00:00,10,10,15.0,7.0
2025-09-10 00:00:00+00:00,4,4,12.0,7.0
2025-09-11 00:00:00+00:00,9,9,35.0,8.0
2025-09-12 00:00:00+00:00,3,3,10.0,7.0
