time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-07 00:00:00+00:00,9,5,38.0,9.0
2025-04-08 00:00:00+00:00,5,3,31.0,7.0
2025-04-09 00:00:00+00:00,7,4,4.0,4.0
2025-04-10 00:00:00+00:00,6,6,16.0,7.0
2025-04-11 00:00:00+00:00,4,4,41.0,8.0
2025-04-12 00:00:00+00:00,4,2,10.0,4.0
2025-04-13 00:00:00+00:00,7,4,11.0,3.0
2025-04-14 00:00:00+00:00,8,5,34.0,9.0
2025-04-15 00:00:00+00:00,10,6,4.0,3.0
2025-04-16 00:00:00+00:00,4,4,36.0,8.0
2025-04-17 00:00:00+00:00,8,5,6.0,6.0
2025-04-18 00:00:00+00:00,8,6,3.0,2.0
2025-04-19 00:00:00+00:00,1,1,11.0,4.0
2025-04-20 00:00:00+00:00,2,2,,
