referrer,views_total,views_unique
developers.miro.com,466,105
Google,40,6
github.com,30,6
miroapp.github.io,21,3
previews.email,8,3
DuckDuckGo,8,1
developers-miro-com.translate.goog,2,1
mail.google.com,2,1
statics.teams.cdn.office.net,2,1
com.google.android.gm,2,1
