time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-12 00:00:00+00:00,5,4,5,5
2024-12-13 00:00:00+00:00,3,2,7,6
2024-12-14 00:00:00+00:00,3,2,12,2
2024-12-15 00:00:00+00:00,1,1,17,4
2024-12-16 00:00:00+00:00,5,3,3,3
2024-12-17 00:00:00+00:00,4,3,28,5
2024-12-18 00:00:00+00:00,5,3,6,4
2024-12-19 00:00:00+00:00,6,3,16,4
2024-12-20 00:00:00+00:00,4,3,7,5
2024-12-21 00:00:00+00:00,1,1,11,1
2024-12-22 00:00:00+00:00,5,4,4,4
2024-12-23 00:00:00+00:00,8,5,3,3
2024-12-24 00:00:00+00:00,5,4,4,2
2024-12-25 00:00:00+00:00,3,2,3,3
