time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-23 00:00:00+00:00,2.0,2.0,8,2
2023-09-24 00:00:00+00:00,2.0,2.0,32,3
2023-09-25 00:00:00+00:00,14.0,8.0,120,6
2023-09-26 00:00:00+00:00,5.0,5.0,5,1
2023-09-27 00:00:00+00:00,2.0,2.0,17,5
2023-09-28 00:00:00+00:00,2.0,2.0,25,5
2023-09-29 00:00:00+00:00,2.0,2.0,16,4
2023-09-30 00:00:00+00:00,2.0,2.0,2,2
2023-10-01 00:00:00+00:00,2.0,2.0,1,1
2023-10-02 00:00:00+00:00,10.0,6.0,21,4
2023-10-03 00:00:00+00:00,3.0,3.0,3,2
2023-10-04 00:00:00+00:00,3.0,3.0,4,2
2023-10-05 00:00:00+00:00,3.0,3.0,3,2
2023-10-06 00:00:00+00:00,,,5,2
