referrer,views_total,views_unique
github.com,59,18
Google,23,6
com.google.android.gm,13,2
miroapp.github.io,11,6
mail.google.com,8,1
medium.com,5,2
developers.miro.com,4,3
miro-group.readme.io,1,1
