time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-17 00:00:00+00:00,6,6,4.0,4.0
2025-06-18 00:00:00+00:00,4,4,26.0,5.0
2025-06-19 00:00:00+00:00,5,5,11.0,4.0
2025-06-20 00:00:00+00:00,4,4,6.0,4.0
2025-06-21 00:00:00+00:00,3,3,4.0,4.0
2025-06-22 00:00:00+00:00,1,1,7.0,3.0
2025-06-23 00:00:00+00:00,4,4,14.0,6.0
2025-06-24 00:00:00+00:00,3,3,17.0,7.0
2025-06-25 00:00:00+00:00,4,3,23.0,8.0
2025-06-26 00:00:00+00:00,6,6,6.0,4.0
2025-06-27 00:00:00+00:00,6,6,13.0,9.0
2025-06-28 00:00:00+00:00,2,2,,
2025-06-29 00:00:00+00:00,6,4,1.0,1.0
2025-06-30 00:00:00+00:00,9,4,18.0,6.0
