time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-30 00:00:00+00:00,10,8,19,6
2025-10-01 00:00:00+00:00,14,13,17,6
2025-10-02 00:00:00+00:00,724,3,2,2
2025-10-03 00:00:00+00:00,9,9,8,6
2025-10-04 00:00:00+00:00,5,5,7,6
2025-10-05 00:00:00+00:00,6,5,5,5
2025-10-06 00:00:00+00:00,7,6,16,6
2025-10-07 00:00:00+00:00,6,6,11,10
2025-10-08 00:00:00+00:00,8,8,36,9
2025-10-09 00:00:00+00:00,11,8,9,8
2025-10-10 00:00:00+00:00,4,4,21,12
2025-10-11 00:00:00+00:00,4,4,16,4
2025-10-12 00:00:00+00:00,6,5,8,6
2025-10-13 00:00:00+00:00,3,3,11,10
