referrer,views_total,views_unique
developers.miro.com,638,142
github.com,66,12
miroapp.github.io,35,3
qwant.com,33,1
Google,14,7
medium.com,3,1
yandex.ru,2,2
developers-miro-com.translate.goog,2,1
Bing,1,1
