time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-13 00:00:00+00:00,3,2,8.0,1.0
2023-10-14 00:00:00+00:00,21,3,8.0,2.0
2023-10-15 00:00:00+00:00,3,3,,
2023-10-16 00:00:00+00:00,10,9,3.0,2.0
2023-10-17 00:00:00+00:00,3,3,77.0,4.0
2023-10-18 00:00:00+00:00,9,8,4.0,4.0
2023-10-19 00:00:00+00:00,5,4,5.0,3.0
2023-10-20 00:00:00+00:00,3,3,1.0,1.0
2023-10-21 00:00:00+00:00,3,3,,
2023-10-22 00:00:00+00:00,4,3,4.0,2.0
2023-10-23 00:00:00+00:00,23,9,58.0,5.0
2023-10-24 00:00:00+00:00,3,3,,
2023-10-25 00:00:00+00:00,8,7,29.0,4.0
2023-10-26 00:00:00+00:00,1,1,6.0,2.0
