referrer,views_total,views_unique
developers.miro.com,592,147
Google,74,9
github.com,54,11
qwant.com,33,1
miroapp.github.io,20,3
yandex.ru,10,1
Bing,4,2
medium.com,3,1
developers-miro-com.translate.goog,2,1
pypi.org,2,1
