time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-22 00:00:00+00:00,2,2,33.0,5.0
2024-03-23 00:00:00+00:00,4,4,11.0,3.0
2024-03-24 00:00:00+00:00,2,2,,
2024-03-25 00:00:00+00:00,13,9,13.0,3.0
2024-03-26 00:00:00+00:00,5,5,10.0,3.0
2024-03-27 00:00:00+00:00,8,5,1.0,1.0
2024-03-28 00:00:00+00:00,7,6,18.0,3.0
2024-03-29 00:00:00+00:00,5,5,38.0,3.0
2024-03-30 00:00:00+00:00,6,5,6.0,3.0
2024-03-31 00:00:00+00:00,3,3,5.0,1.0
2024-04-01 00:00:00+00:00,9,6,34.0,1.0
2024-04-02 00:00:00+00:00,21,8,5.0,2.0
2024-04-03 00:00:00+00:00,43,10,34.0,6.0
2024-04-04 00:00:00+00:00,6,5,7.0,1.0
