time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-25 00:00:00+00:00,17,6,1,1
2025-12-26 00:00:00+00:00,10,8,6,4
2025-12-27 00:00:00+00:00,8,6,2,1
2025-12-28 00:00:00+00:00,17,7,4,1
2025-12-29 00:00:00+00:00,9,5,3,3
2025-12-30 00:00:00+00:00,8,6,2,2
2025-12-31 00:00:00+00:00,7,7,8,5
2026-01-01 00:00:00+00:00,10,6,7,3
2026-01-02 00:00:00+00:00,4,4,6,5
2026-01-03 00:00:00+00:00,4,4,6,4
2026-01-04 00:00:00+00:00,15,6,8,4
2026-01-05 00:00:00+00:00,9,5,12,4
2026-01-06 00:00:00+00:00,14,7,8,4
2026-01-07 00:00:00+00:00,10,5,19,10
