time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-17 00:00:00+00:00,19,8,56,18
2024-06-18 00:00:00+00:00,18,12,93,24
2024-06-19 00:00:00+00:00,16,8,73,16
2024-06-20 00:00:00+00:00,8,6,82,26
2024-06-21 00:00:00+00:00,4,4,60,15
2024-06-22 00:00:00+00:00,7,6,15,7
2024-06-23 00:00:00+00:00,1,1,26,2
2024-06-24 00:00:00+00:00,6,4,48,17
2024-06-25 00:00:00+00:00,11,6,105,23
2024-06-26 00:00:00+00:00,4,4,84,19
2024-06-27 00:00:00+00:00,6,5,166,30
2024-06-28 00:00:00+00:00,17,9,55,18
2024-06-29 00:00:00+00:00,1,1,24,6
2024-06-30 00:00:00+00:00,1,1,25,6
