time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-29 00:00:00+00:00,5,5,98,12
2024-05-30 00:00:00+00:00,9,7,86,18
2024-05-31 00:00:00+00:00,5,4,57,17
2024-06-01 00:00:00+00:00,5,5,13,6
2024-06-02 00:00:00+00:00,5,5,29,9
2024-06-03 00:00:00+00:00,23,12,78,20
2024-06-04 00:00:00+00:00,6,6,73,19
2024-06-05 00:00:00+00:00,7,6,78,15
2024-06-06 00:00:00+00:00,13,7,108,18
2024-06-07 00:00:00+00:00,6,6,65,18
2024-06-08 00:00:00+00:00,8,5,46,8
2024-06-09 00:00:00+00:00,2,2,14,7
2024-06-10 00:00:00+00:00,32,14,141,26
2024-06-11 00:00:00+00:00,5,4,50,18
