time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-02 00:00:00+00:00,10,6,109,25
2024-05-03 00:00:00+00:00,10,6,43,19
2024-05-04 00:00:00+00:00,3,3,15,5
2024-05-05 00:00:00+00:00,3,3,62,10
2024-05-06 00:00:00+00:00,24,13,60,19
2024-05-07 00:00:00+00:00,5,5,71,19
2024-05-08 00:00:00+00:00,19,7,129,19
2024-05-09 00:00:00+00:00,13,8,60,13
2024-05-10 00:00:00+00:00,11,7,34,12
2024-05-11 00:00:00+00:00,4,4,13,4
2024-05-12 00:00:00+00:00,9,6,39,11
2024-05-13 00:00:00+00:00,15,8,94,18
2024-05-14 00:00:00+00:00,5,5,71,23
2024-05-15 00:00:00+00:00,11,7,117,17
