referrer,views_total,views_unique
developers.miro.com,389,79
github.com,40,6
Google,40,6
miroapp.github.io,26,4
previews.email,8,3
DuckDuckGo,8,1
statics.teams.cdn.office.net,2,1
com.google.android.gm,2,1
mail.google.com,2,1
misha.spris.dev,1,1
