time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-04 00:00:00+00:00,4,2,17,6
2024-08-05 00:00:00+00:00,6,4,110,18
2024-08-06 00:00:00+00:00,4,4,109,13
2024-08-07 00:00:00+00:00,4,4,120,26
2024-08-08 00:00:00+00:00,5,5,99,16
2024-08-09 00:00:00+00:00,2,2,44,16
2024-08-10 00:00:00+00:00,2,2,48,9
2024-08-11 00:00:00+00:00,1,1,114,9
2024-08-12 00:00:00+00:00,6,5,154,18
2024-08-13 00:00:00+00:00,6,5,75,17
2024-08-14 00:00:00+00:00,3,3,158,27
2024-08-15 00:00:00+00:00,3,3,256,22
2024-08-16 00:00:00+00:00,9,6,79,10
2024-08-17 00:00:00+00:00,2,2,6,2
