time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-24 00:00:00+00:00,6,6,46,13
2024-05-25 00:00:00+00:00,4,4,20,7
2024-05-26 00:00:00+00:00,4,4,74,9
2024-05-27 00:00:00+00:00,13,10,53,20
2024-05-28 00:00:00+00:00,7,5,92,22
2024-05-29 00:00:00+00:00,5,5,98,12
2024-05-30 00:00:00+00:00,9,7,86,18
2024-05-31 00:00:00+00:00,5,4,57,17
2024-06-01 00:00:00+00:00,5,5,13,6
2024-06-02 00:00:00+00:00,5,5,29,9
2024-06-03 00:00:00+00:00,23,12,78,20
2024-06-04 00:00:00+00:00,6,6,73,19
2024-06-05 00:00:00+00:00,7,6,78,15
2024-06-06 00:00:00+00:00,8,5,106,17
