time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-13 00:00:00+00:00,7,4,,
2023-09-14 00:00:00+00:00,6,6,13.0,5.0
2023-09-15 00:00:00+00:00,4,4,9.0,4.0
2023-09-16 00:00:00+00:00,8,5,3.0,1.0
2023-09-17 00:00:00+00:00,2,2,5.0,2.0
2023-09-18 00:00:00+00:00,37,12,28.0,4.0
2023-09-19 00:00:00+00:00,9,7,33.0,5.0
2023-09-20 00:00:00+00:00,2,2,,
2023-09-21 00:00:00+00:00,5,3,1.0,1.0
2023-09-22 00:00:00+00:00,3,3,25.0,2.0
2023-09-23 00:00:00+00:00,2,2,8.0,2.0
2023-09-24 00:00:00+00:00,2,2,32.0,3.0
2023-09-25 00:00:00+00:00,14,8,120.0,6.0
2023-09-26 00:00:00+00:00,3,3,5.0,1.0
