time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-28 00:00:00+00:00,5,3,25,8
2023-03-01 00:00:00+00:00,3,3,12,3
2023-03-02 00:00:00+00:00,6,5,15,6
2023-03-03 00:00:00+00:00,3,3,1,1
2023-03-04 00:00:00+00:00,3,3,2,2
2023-03-05 00:00:00+00:00,2,2,2,1
2023-03-06 00:00:00+00:00,24,9,4,3
2023-03-07 00:00:00+00:00,3,3,6,2
2023-03-08 00:00:00+00:00,5,4,18,5
2023-03-09 00:00:00+00:00,3,3,22,6
2023-03-10 00:00:00+00:00,3,2,21,3
2023-03-11 00:00:00+00:00,2,2,6,3
2023-03-12 00:00:00+00:00,3,3,2,2
2023-03-13 00:00:00+00:00,8,4,15,5
