time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-15 00:00:00+00:00,10,6,4.0,3.0
2025-04-16 00:00:00+00:00,4,4,36.0,8.0
2025-04-17 00:00:00+00:00,8,5,6.0,6.0
2025-04-18 00:00:00+00:00,8,6,3.0,2.0
2025-04-19 00:00:00+00:00,1,1,11.0,4.0
2025-04-20 00:00:00+00:00,3,3,,
2025-04-21 00:00:00+00:00,15,8,28.0,7.0
2025-04-22 00:00:00+00:00,3,3,3.0,3.0
2025-04-23 00:00:00+00:00,6,4,14.0,7.0
2025-04-24 00:00:00+00:00,3,3,20.0,6.0
2025-04-25 00:00:00+00:00,10,7,22.0,4.0
2025-04-26 00:00:00+00:00,1,1,6.0,5.0
2025-04-27 00:00:00+00:00,5,4,14.0,4.0
2025-04-28 00:00:00+00:00,8,4,7.0,2.0
