time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-08 00:00:00+00:00,6,6,14,9
2025-09-09 00:00:00+00:00,10,10,15,7
2025-09-10 00:00:00+00:00,4,4,12,7
2025-09-11 00:00:00+00:00,9,9,35,8
2025-09-12 00:00:00+00:00,7,7,10,7
2025-09-13 00:00:00+00:00,2,2,21,8
2025-09-14 00:00:00+00:00,8,7,7,1
2025-09-15 00:00:00+00:00,8,5,9,8
2025-09-16 00:00:00+00:00,33,16,11,6
2025-09-17 00:00:00+00:00,18,15,14,8
2025-09-18 00:00:00+00:00,11,11,12,9
2025-09-19 00:00:00+00:00,11,9,43,30
2025-09-20 00:00:00+00:00,8,8,6,4
2025-09-21 00:00:00+00:00,3,3,9,5
