referrer,views_total,views_unique
developers.miro.com,557,146
github.com,51,10
Google,45,8
qwant.com,33,1
miroapp.github.io,20,3
yandex.ru,10,1
Bing,5,3
medium.com,3,1
developers-miro-com.translate.goog,2,1
pypi.org,2,1
