time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-08 00:00:00+00:00,4,4,34,4
2025-07-09 00:00:00+00:00,10,9,23,6
2025-07-10 00:00:00+00:00,8,8,13,5
2025-07-11 00:00:00+00:00,6,6,19,5
2025-07-12 00:00:00+00:00,7,7,8,2
2025-07-13 00:00:00+00:00,3,3,1,1
2025-07-14 00:00:00+00:00,8,7,6,3
2025-07-15 00:00:00+00:00,36,8,20,7
2025-07-16 00:00:00+00:00,7,5,24,7
2025-07-17 00:00:00+00:00,8,6,36,9
2025-07-18 00:00:00+00:00,5,5,6,5
2025-07-19 00:00:00+00:00,6,6,3,3
2025-07-20 00:00:00+00:00,2,2,3,2
2025-07-21 00:00:00+00:00,4,4,10,5
