time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-29 00:00:00+00:00,11,6,48,17
2024-07-30 00:00:00+00:00,3,3,205,23
2024-07-31 00:00:00+00:00,6,6,41,14
2024-08-01 00:00:00+00:00,5,4,44,12
2024-08-02 00:00:00+00:00,3,3,109,17
2024-08-03 00:00:00+00:00,3,1,38,8
2024-08-04 00:00:00+00:00,4,2,17,6
2024-08-05 00:00:00+00:00,6,4,110,18
2024-08-06 00:00:00+00:00,4,4,109,13
2024-08-07 00:00:00+00:00,4,4,120,26
2024-08-08 00:00:00+00:00,5,5,99,16
2024-08-09 00:00:00+00:00,2,2,44,16
2024-08-10 00:00:00+00:00,2,2,48,9
2024-08-11 00:00:00+00:00,1,1,114,9
