referrer,views_total,views_unique
Google,32,13
github.com,32,9
developers.miro.com,22,8
miroapp.github.io,17,4
pypi.org,7,1
cursor.directory,3,3
DuckDuckGo,3,1
Bing,2,2
cn.bing.com,2,1
yandex.ru,1,1
