time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-19 00:00:00+00:00,6,3,33.0,8.0
2025-05-20 00:00:00+00:00,2,2,31.0,9.0
2025-05-21 00:00:00+00:00,5,4,27.0,10.0
2025-05-22 00:00:00+00:00,4,4,11.0,8.0
2025-05-23 00:00:00+00:00,4,4,6.0,4.0
2025-05-24 00:00:00+00:00,3,2,16.0,2.0
2025-05-25 00:00:00+00:00,3,2,,
2025-05-26 00:00:00+00:00,7,4,22.0,8.0
2025-05-27 00:00:00+00:00,4,3,12.0,5.0
2025-05-28 00:00:00+00:00,2,2,26.0,9.0
2025-05-29 00:00:00+00:00,8,5,4.0,2.0
2025-05-30 00:00:00+00:00,6,4,14.0,6.0
2025-05-31 00:00:00+00:00,8,3,2.0,2.0
2025-06-01 00:00:00+00:00,1,1,1.0,1.0
