time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-23 00:00:00+00:00,42,9,30,7
2023-01-24 00:00:00+00:00,6,3,31,7
2023-01-25 00:00:00+00:00,5,2,6,4
2023-01-26 00:00:00+00:00,4,2,27,8
2023-01-27 00:00:00+00:00,4,2,1,1
2023-01-28 00:00:00+00:00,5,3,1,1
2023-01-29 00:00:00+00:00,5,3,1,1
2023-01-30 00:00:00+00:00,485,6,26,5
2023-01-31 00:00:00+00:00,10,4,11,4
2023-02-01 00:00:00+00:00,5,3,11,2
2023-02-02 00:00:00+00:00,6,4,4,3
2023-02-03 00:00:00+00:00,3,3,34,5
2023-02-04 00:00:00+00:00,2,2,2,1
2023-02-05 00:00:00+00:00,1,1,2,1
