time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-08 00:00:00+00:00,11,9,19,9
2025-08-09 00:00:00+00:00,2,2,2,2
2025-08-10 00:00:00+00:00,4,4,5,2
2025-08-11 00:00:00+00:00,8,8,13,8
2025-08-12 00:00:00+00:00,10,9,8,8
2025-08-13 00:00:00+00:00,17,10,73,12
2025-08-14 00:00:00+00:00,5,5,12,6
2025-08-15 00:00:00+00:00,29,5,12,9
2025-08-16 00:00:00+00:00,5,4,2,2
2025-08-17 00:00:00+00:00,4,4,12,2
2025-08-18 00:00:00+00:00,7,7,11,8
2025-08-19 00:00:00+00:00,4,4,10,3
2025-08-20 00:00:00+00:00,4,4,4,3
2025-08-21 00:00:00+00:00,27,3,12,8
