time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-09 00:00:00+00:00,14,8,26,10
2025-12-10 00:00:00+00:00,10,6,15,6
2025-12-11 00:00:00+00:00,9,5,13,4
2025-12-12 00:00:00+00:00,9,5,8,6
2025-12-13 00:00:00+00:00,17,6,12,8
2025-12-14 00:00:00+00:00,7,3,1,1
2025-12-15 00:00:00+00:00,8,8,18,9
2025-12-16 00:00:00+00:00,6,6,24,8
2025-12-17 00:00:00+00:00,15,11,12,6
2025-12-18 00:00:00+00:00,6,6,8,6
2025-12-19 00:00:00+00:00,14,5,6,2
2025-12-20 00:00:00+00:00,12,7,1,1
2025-12-21 00:00:00+00:00,8,7,6,3
2025-12-22 00:00:00+00:00,4,2,8,4
