time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-27 00:00:00+00:00,10,5,0,0
2026-06-28 00:00:00+00:00,27,17,2,2
2026-06-29 00:00:00+00:00,23,10,12,7
2026-06-30 00:00:00+00:00,47,15,6,6
2026-07-01 00:00:00+00:00,72,26,21,10
2026-07-02 00:00:00+00:00,18,9,12,7
2026-07-03 00:00:00+00:00,168,13,8,8
2026-07-04 00:00:00+00:00,55,28,5,5
2026-07-05 00:00:00+00:00,17,10,4,3
2026-07-06 00:00:00+00:00,19,9,5,4
2026-07-07 00:00:00+00:00,13,8,17,6
2026-07-08 00:00:00+00:00,25,13,11,6
2026-07-09 00:00:00+00:00,3,3,7,7
2026-07-10 00:00:00+00:00,20,12,17,9
