time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-25 00:00:00+00:00,3,3,5,3
2022-11-26 00:00:00+00:00,2,2,3,2
2022-11-27 00:00:00+00:00,1,1,4,1
2022-11-28 00:00:00+00:00,11,5,2,2
2022-11-29 00:00:00+00:00,1,1,13,6
2022-11-30 00:00:00+00:00,3,3,9,6
2022-12-01 00:00:00+00:00,4,4,22,7
2022-12-02 00:00:00+00:00,8,5,19,3
2022-12-03 00:00:00+00:00,1,1,6,2
2022-12-04 00:00:00+00:00,1,1,31,2
2022-12-05 00:00:00+00:00,7,5,47,6
2022-12-06 00:00:00+00:00,9,4,13,5
2022-12-07 00:00:00+00:00,4,3,30,5
2022-12-08 00:00:00+00:00,2,1,17,4
