time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-20 00:00:00+00:00,8,4,9,6
2026-01-21 00:00:00+00:00,4,4,19,7
2026-01-22 00:00:00+00:00,15,7,22,7
2026-01-23 00:00:00+00:00,18,10,23,8
2026-01-24 00:00:00+00:00,14,6,17,8
2026-01-25 00:00:00+00:00,13,9,2,2
2026-01-26 00:00:00+00:00,11,6,11,9
2026-01-27 00:00:00+00:00,10,6,48,9
2026-01-28 00:00:00+00:00,19,8,44,8
2026-01-29 00:00:00+00:00,5,5,14,12
2026-01-30 00:00:00+00:00,9,4,27,12
2026-01-31 00:00:00+00:00,22,14,45,4
2026-02-01 00:00:00+00:00,20,12,15,2
2026-02-02 00:00:00+00:00,10,6,2,2
