referrer,views_total,views_unique
Google,54,16
github.com,34,8
developers.miro.com,29,12
chatgpt.com,24,1
Bing,18,2
miroapp.github.io,15,2
cursor.directory,3,3
DuckDuckGo,3,1
cn.bing.com,2,1
