time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-28 00:00:00+00:00,8,6,72,5
2024-02-29 00:00:00+00:00,3,3,10,3
2024-03-01 00:00:00+00:00,2,2,13,3
2024-03-02 00:00:00+00:00,3,3,7,2
2024-03-03 00:00:00+00:00,3,3,2,1
2024-03-04 00:00:00+00:00,14,10,4,2
2024-03-05 00:00:00+00:00,11,6,27,5
2024-03-06 00:00:00+00:00,5,5,48,9
2024-03-07 00:00:00+00:00,5,5,46,6
2024-03-08 00:00:00+00:00,10,5,11,2
2024-03-09 00:00:00+00:00,7,7,5,2
2024-03-10 00:00:00+00:00,2,2,3,2
2024-03-11 00:00:00+00:00,13,9,67,7
2024-03-12 00:00:00+00:00,3,3,65,10
